Single
1.3406283E-19
2.9482275E-10
0.0028631384
1.3054952E-15
0.0009597413
1.3213566E-13
2.5064473E-09
6.9665766E-15
0.00021055111
7.2244484E-14
9.26691
0.81147754
2.1690583E-09
2.3865962E-17
1.2963047E-15
3.230185E-10
3.2866647E-14
2.8051347E-05
1.8742469E-10
9.676767E-11
0.025561696
7.846984E-11
7.208282E-16
2.6798734E-05
1.8471374E-13
6.087784E-11
4.6463038E-07
3.3054282E-19
8.4433377E-10
0.0012443272
2.2212938E-19
0.0016725707
1.5551881E-16
3.873042E-11
1.5594739E-09
3.2410488E-05
2.0656471E-10
0.004727275
0.00011761996
3.9300715E-12
5.5935652E-11
1.865555E-14
0.00091083377
1.37957E-07
1.0388633E-09
1.6480484E-15
2.3297257E-08
2.1121667E-09
4.178127E-15
2.26345E-16
1.6619786E-06
1.3408578E-05
1.112427E-12
1.2089287E-09
2.1558469E-17
2.8407592E-11
6.1447153E-10
1.7595908E-10
1.4440036E-07
1.3884157E-11
8.921703E-06
2.5744784E-10
1.2988828E-05
6.404059E-05
0.039426826
6.038092
1.09275484E-10
1.0750532E-12
1.3980198E-14
2.4903206E-06
9.885515E-12
5.2970256E-10
1.3492628E-08
7.4821032E-06
3.0840367E-12
8.3201395E-15
5.2550763E-12
1.8405017E-16
3.4891626E-05
3.3948586E-10
2.7697706E-15
2.477185E-09
7.2118285E-09
8.939284E-13
0.002669538
6.453309E-16
2.4331355E-12
3.9404476E-05
3.4960597E-15
2.1487865E-09
5.286738E-07
5.420144E-08
0.0077023776
6.775545E-09
0.011150359
2.4251654E-09
2.73217E-08
4.770364E-06
1.5190385E-11
1.331599E-08
4.6251444E-11
5.743403E-20
8.836106E-19
2.1563129E-12
7.7077925E-07
5.57599E-05
3.23895E-11
4.56152E-12
3.0250646E-06
9.934931E-07
0.0006295163
2.627397E-08
3.9180123E-13
2.450231E-07
8.748337E-05
1.34758E-13
3.041684E-08
1.2331724E-13
1.5723173E-12
1.4548016E-09
8.3927163E-13
3.5372896E-06
0.009800935
7.6284873E-10
8.0551914E-08
5.811229E-08
0.000255936
4.8933427E-05
1.8694811E-13
4.5827798E-07
3.6322626E-06
2.2051037E-09
2.05484E-05
6.6033346E-12
1.1975667E-12
1.4605375E-20
4.1139637E-07
1.3290671
1.296451E-18
0.041875605
1.3213566E-13
6.110681E-14
9.04829E-11
2.7285532E-10
6.136094E-18
4.535893
0.030206889
3.039709E-06
5.504046E-13
5.906429E-18
9.872335E-10
1.3640481E-12
1.2058786E-07
1.06136935E-13
2.9524197E-10
4.6852994
5.5574063E-08
2.8152283E-12
0.002948342
4.3253806E-08
6.087784E-11
2.2987308E-08
7.0421136E-22
2.386019E-09
0.00066433195
9.687714E-23
0.00011605192
3.9803208E-16
1.119811E-06
3.6262696E-07
3.1614515E-08
1.952577E-10
0.022570599
3.3115807E-08
2.2921679E-08
6.829665E-16
8.2392354E-19
9.113933E-06
1.5278291E-10
3.24171E-05
3.3761932E-12
2.8987018E-10
3.8902243E-08
4.952841E-13
